observation_id,date,region,soil_type,crop_type,avg_temperature_c,avg_humidity_pct,rainfall_mm,primary_pest_type,pest_severity_score,pest_count_per_plot,treatment_recommended
OBS-03918,2023-10-17,West_Region,Sandy,Wheat,31.0,53.7,14.4,Beetles,Low,2,0
OBS-03919,2022-01-11,East_Region,Sandy,Cotton,11.3,36.4,42.3,Armyworms,Low,1,0
OBS-03920,2022-05-11,Central_Valley,Clay,Corn,10.3,45.2,18.2,Aphids,Low,2,0
OBS-03921,2022-10-04,East_Region,Loam,Wheat,36.7,47.7,27.0,Beetles,Low,0,0
OBS-03922,2023-01-21,Central_Valley,Loam,Barley,35.2,85.1,48.6,Aphids,Medium,4,1
OBS-03923,2023-04-19,East_Region,Sandy,Soybean,21.0,70.1,1.3,Beetles,Low,2,0
OBS-03924,2022-10-11,East_Region,Clay,Soybean,23.8,61.3,26.9,Armyworms,Low,2,0
OBS-03925,2023-10-30,West_Region,Clay,Soybean,22.3,40.7,39.0,Aphids,Low,0,0
OBS-03926,2023-08-25,South_Region,Silt,Cotton,18.2,32.2,11.0,Aphids,Low,3,0
OBS-03927,2023-06-23,East_Region,Sandy,Tomato,36.7,35.6,6.6,Aphids,Medium,6,1
OBS-03928,2022-10-26,East_Region,Sandy,Wheat,28.6,49.1,8.2,Armyworms,Low,1,0
OBS-03929,2022-08-04,West_Region,Clay,Barley,35.3,53.2,12.4,Blight_Spores,Low,1,0
OBS-03930,2022-10-08,Central_Valley,Silt,Wheat,11.0,37.5,2.1,Armyworms,Low,1,0
OBS-03931,2022-10-16,East_Region,Silt,Soybean,16.8,60.1,44.7,Beetles,Low,0,0
OBS-03932,2023-05-21,East_Region,Clay,Cotton,34.8,43.8,21.7,Aphids,Low,3,0
OBS-03933,2023-10-19,Central_Valley,Loam,Rice,21.7,60.9,23.1,Armyworms,Low,0,0
OBS-03934,2023-06-15,Central_Valley,Loam,Soybean,35.0,77.1,3.8,Whiteflies,Low,2,0
OBS-03935,2023-11-28,East_Region,Sandy,Wheat,28.6,64.5,47.5,Armyworms,Low,3,0
OBS-03936,2023-01-17,East_Region,Silt,Rice,21.4,94.1,30.2,Beetles,Low,1,0
OBS-03937,2022-06-29,Central_Valley,Silt,Barley,26.4,93.3,31.2,Beetles,Low,1,0
OBS-03938,2023-09-08,East_Region,Silt,Rice,22.9,68.8,5.0,Blight_Spores,Low,1,0
OBS-03939,2023-05-30,North_Region,Silt,Rice,22.4,56.4,12.8,Blight_Spores,Low,1,0
OBS-03940,2023-08-25,South_Region,Silt,Tomato,16.9,56.2,6.6,Armyworms,Low,2,0
OBS-03941,2022-08-29,Central_Valley,Sandy,Barley,39.6,47.6,32.6,Beetles,Low,1,0
OBS-03942,2023-03-14,East_Region,Sandy,Tomato,35.7,79.9,24.7,Blight_Spores,High,7,1
OBS-03943,2023-09-29,South_Region,Loam,Cotton,12.9,70.6,26.8,Beetles,Low,3,0
OBS-03944,2022-04-02,East_Region,Clay,Barley,19.3,64.4,5.3,Blight_Spores,Low,1,0
OBS-03945,2022-06-11,East_Region,Clay,Corn,13.8,93.4,28.2,Armyworms,Medium,5,1
OBS-03946,2023-07-12,East_Region,Loam,Rice,31.5,34.7,9.3,Aphids,Low,2,0
OBS-03947,2022-03-23,West_Region,Silt,Tomato,39.4,36.4,13.3,Beetles,Medium,4,1
OBS-03948,2022-02-19,West_Region,Loam,Cotton,29.7,47.2,21.7,Armyworms,Low,3,0
OBS-03949,2023-06-14,Central_Valley,Silt,Rice,29.2,72.7,16.6,Beetles,Medium,4,1
OBS-03950,2023-02-19,North_Region,Sandy,Corn,16.0,80.8,38.6,Beetles,Low,3,0
OBS-03951,2023-02-24,East_Region,Loam,Corn,28.8,76.1,36.1,Blight_Spores,Medium,5,1
OBS-03952,2022-03-02,North_Region,Loam,Barley,39.3,75.8,9.4,Beetles,High,8,1
OBS-03953,2022-11-29,Central_Valley,Silt,Corn,34.4,56.0,31.4,Armyworms,Low,1,0
OBS-03954,2022-07-16,East_Region,Clay,Tomato,27.0,50.4,22.4,Whiteflies,Low,3,0
OBS-03955,2022-01-31,South_Region,Loam,Rice,11.0,30.2,0.7,Blight_Spores,Low,1,0
OBS-03956,2022-10-24,East_Region,Clay,Rice,10.4,86.1,32.9,Whiteflies,Low,2,0
OBS-03957,2022-01-06,Central_Valley,Sandy,Wheat,19.0,44.6,35.4,Armyworms,Low,0,0
OBS-03958,2022-08-17,North_Region,Clay,Wheat,19.2,93.6,27.0,Whiteflies,Low,3,0
OBS-03959,2023-04-13,East_Region,Silt,Tomato,18.2,76.0,0.1,Beetles,Low,2,0
OBS-03960,2022-08-26,East_Region,Silt,Wheat,24.4,34.5,27.4,Beetles,Low,0,0
OBS-03961,2023-08-15,Central_Valley,Sandy,Tomato,14.9,92.1,10.6,Whiteflies,Low,1,0
OBS-03962,2022-08-28,West_Region,Clay,Soybean,30.2,79.6,14.6,Beetles,Medium,6,1
OBS-03963,2023-03-20,South_Region,Clay,Wheat,10.6,38.5,10.2,Blight_Spores,Low,1,0
OBS-03964,2023-04-17,West_Region,Silt,Tomato,27.9,67.9,13.8,Whiteflies,Medium,6,1
OBS-03965,2023-09-12,North_Region,Clay,Rice,26.9,82.9,33.4,Beetles,Medium,4,1
OBS-03966,2023-03-29,South_Region,Clay,Wheat,17.5,38.9,22.6,Aphids,Low,0,0
OBS-03967,2022-01-06,West_Region,Loam,Wheat,35.7,63.6,18.2,Blight_Spores,Low,3,0
OBS-03968,2023-03-26,South_Region,Silt,Wheat,20.5,46.6,12.6,Whiteflies,Low,3,0
OBS-03969,2023-11-18,South_Region,Silt,Rice,10.6,53.5,16.8,Whiteflies,Low,0,0
OBS-03970,2023-04-01,Central_Valley,Silt,Corn,26.9,35.2,27.8,Aphids,Medium,4,1
OBS-03971,2022-09-02,North_Region,Sandy,Barley,18.5,92.0,49.3,Armyworms,Low,1,0
OBS-03972,2023-08-27,West_Region,Loam,Barley,32.1,31.9,5.2,Blight_Spores,Low,1,0
OBS-03973,2022-02-01,South_Region,Loam,Tomato,22.7,88.9,14.8,Armyworms,Low,2,0
OBS-03974,2023-02-25,East_Region,Clay,Barley,10.8,41.9,17.3,Aphids,Low,1,0
OBS-03975,2022-02-21,North_Region,Clay,Soybean,25.1,73.7,18.2,Blight_Spores,Low,3,0
OBS-03976,2023-03-26,East_Region,Sandy,Tomato,31.0,70.9,44.9,Aphids,Medium,6,1
OBS-03977,2022-02-11,South_Region,Loam,Corn,37.0,47.7,19.8,Blight_Spores,Low,1,0
OBS-03978,2023-03-14,East_Region,Sandy,Wheat,37.9,32.4,25.0,Aphids,Low,3,0
OBS-03979,2023-08-20,East_Region,Clay,Rice,23.5,83.4,15.9,Beetles,Low,2,0
OBS-03980,2022-02-11,West_Region,Clay,Cotton,30.9,41.8,43.3,Whiteflies,Medium,4,1
OBS-03981,2023-09-17,North_Region,Sandy,Soybean,32.3,43.2,28.9,Whiteflies,Medium,5,1
OBS-03982,2022-07-03,Central_Valley,Sandy,Cotton,26.9,93.6,37.4,Blight_Spores,Medium,5,1
OBS-03983,2023-10-24,East_Region,Clay,Soybean,32.6,58.8,9.0,Beetles,Medium,4,1
OBS-03984,2022-05-17,East_Region,Loam,Barley,12.4,47.0,27.0,Whiteflies,Low,1,0
OBS-03985,2023-03-29,East_Region,Sandy,Corn,13.4,61.8,28.3,Aphids,Low,1,0
OBS-03986,2022-05-05,North_Region,Clay,Wheat,11.6,62.5,34.6,Blight_Spores,Low,0,0
OBS-03987,2023-03-15,West_Region,Loam,Cotton,32.4,47.3,17.4,Aphids,Medium,5,1
OBS-03988,2023-04-02,South_Region,Loam,Rice,32.5,94.5,42.8,Armyworms,Low,3,0
OBS-03989,2022-12-13,South_Region,Silt,Cotton,16.5,56.1,4.9,Blight_Spores,Low,0,0
OBS-03990,2023-07-19,West_Region,Clay,Barley,38.5,89.4,29.7,Beetles,Medium,5,1
OBS-03991,2022-03-16,South_Region,Clay,Cotton,37.9,33.2,21.3,Armyworms,Medium,6,1
OBS-03992,2023-10-31,East_Region,Silt,Rice,17.3,75.7,9.4,Aphids,Medium,4,1
OBS-03993,2022-01-11,West_Region,Loam,Cotton,14.7,54.0,37.6,Whiteflies,Low,1,0
OBS-03994,2022-04-10,West_Region,Silt,Soybean,15.1,59.8,38.0,Aphids,Low,0,0
OBS-03995,2023-06-11,West_Region,Clay,Tomato,19.9,44.3,31.5,Whiteflies,Low,3,0
OBS-03996,2022-04-17,North_Region,Sandy,Corn,25.9,59.0,31.3,Armyworms,Low,1,0
OBS-03997,2022-09-08,South_Region,Clay,Wheat,19.6,79.5,48.8,Beetles,Low,2,0
OBS-03998,2022-04-14,East_Region,Loam,Soybean,17.7,74.0,45.8,Beetles,Low,1,0
OBS-03999,2022-12-05,South_Region,Clay,Barley,38.5,39.5,8.1,Blight_Spores,Medium,4,1
OBS-04000,2023-11-22,South_Region,Clay,Barley,11.5,33.1,14.1,Beetles,Low,2,0
OBS-04001,2022-12-06,South_Region,Loam,Barley,11.2,54.5,1.3,Armyworms,Low,1,0
OBS-04002,2022-04-29,North_Region,Clay,Corn,10.6,59.8,28.3,Whiteflies,Low,3,0
OBS-04003,2022-11-17,North_Region,Clay,Tomato,22.8,69.0,12.3,Aphids,Low,2,0
OBS-04004,2022-11-19,Central_Valley,Silt,Wheat,17.3,77.7,3.3,Beetles,Medium,4,1
OBS-04005,2023-06-10,North_Region,Sandy,Soybean,37.9,64.3,40.5,Blight_Spores,Low,1,0
OBS-04006,2022-11-13,East_Region,Loam,Rice,13.1,86.0,47.1,Whiteflies,Low,1,0
OBS-04007,2023-06-30,North_Region,Sandy,Wheat,11.9,44.7,34.2,Aphids,Low,0,0
OBS-04008,2023-07-10,South_Region,Sandy,Cotton,31.8,53.4,6.5,Armyworms,Low,1,0
OBS-04009,2022-06-24,East_Region,Loam,Rice,31.6,92.4,21.1,Blight_Spores,Low,1,0
OBS-04010,2022-01-19,East_Region,Clay,Corn,18.3,54.3,27.6,Whiteflies,Low,0,0
OBS-04011,2022-05-24,Central_Valley,Silt,Rice,15.9,55.3,5.6,Armyworms,Low,2,0
OBS-04012,2023-08-12,East_Region,Silt,Rice,19.3,75.1,38.3,Whiteflies,Low,0,0
OBS-04013,2022-05-21,North_Region,Loam,Corn,22.9,33.7,32.0,Armyworms,Low,0,0
OBS-04014,2022-02-26,East_Region,Clay,Cotton,28.9,30.2,6.0,Armyworms,Low,3,0
OBS-04015,2023-02-12,West_Region,Loam,Tomato,36.7,68.2,30.1,Whiteflies,Medium,4,1
OBS-04016,2022-04-15,South_Region,Silt,Soybean,11.7,76.7,19.8,Beetles,Medium,6,1
OBS-04017,2023-06-25,North_Region,Silt,Tomato,32.4,91.6,0.3,Aphids,Medium,4,1
OBS-04018,2023-04-19,North_Region,Silt,Soybean,38.0,31.5,37.2,Armyworms,Low,0,0
OBS-04019,2022-07-04,East_Region,Silt,Wheat,29.1,42.2,46.7,Blight_Spores,Low,2,0
OBS-04020,2023-01-27,South_Region,Silt,Wheat,19.1,76.6,42.9,Beetles,Low,1,0
OBS-04021,2023-08-20,Central_Valley,Clay,Tomato,33.6,56.4,13.6,Aphids,Medium,4,1
OBS-04022,2023-08-12,East_Region,Silt,Wheat,27.9,71.3,42.8,Armyworms,Low,2,0
OBS-04023,2023-11-11,South_Region,Sandy,Barley,32.9,40.1,15.9,Armyworms,Low,2,0
OBS-04024,2023-09-20,North_Region,Sandy,Wheat,14.8,42.8,49.5,Whiteflies,Low,0,0
OBS-04025,2022-09-28,South_Region,Sandy,Rice,10.6,75.1,7.1,Armyworms,Medium,6,1
OBS-04026,2022-05-26,West_Region,Loam,Wheat,12.3,70.8,36.3,Blight_Spores,Low,2,0
OBS-04027,2023-09-25,East_Region,Sandy,Corn,34.6,51.0,41.6,Blight_Spores,Low,1,0
OBS-04028,2022-03-15,East_Region,Loam,Barley,14.7,37.1,21.7,Aphids,Low,2,0
OBS-04029,2022-08-14,South_Region,Silt,Barley,10.1,34.2,39.9,Aphids,Low,0,0
OBS-04030,2023-02-23,North_Region,Loam,Soybean,23.4,90.9,24.7,Beetles,Low,1,0
OBS-04031,2023-08-05,South_Region,Sandy,Tomato,22.0,75.5,38.3,Blight_Spores,Low,2,0
OBS-04032,2022-07-06,East_Region,Clay,Barley,29.4,44.6,16.3,Armyworms,Low,2,0
OBS-04033,2022-11-10,East_Region,Sandy,Tomato,24.7,64.9,46.5,Aphids,Low,2,0
OBS-04034,2022-02-17,North_Region,Sandy,Cotton,17.3,34.7,46.1,Beetles,Low,1,0
OBS-04035,2023-03-11,East_Region,Loam,Tomato,19.0,33.2,32.6,Blight_Spores,Low,2,0
OBS-04036,2022-02-13,West_Region,Clay,Barley,28.1,33.1,13.9,Aphids,Low,1,0
OBS-04037,2023-08-25,East_Region,Clay,Wheat,30.9,94.9,28.2,Beetles,Low,3,0
OBS-04038,2023-04-23,West_Region,Clay,Corn,31.2,75.5,42.5,Beetles,Low,2,0
OBS-04039,2022-05-17,North_Region,Loam,Soybean,10.2,84.1,18.7,Blight_Spores,Low,1,0
OBS-04040,2023-09-15,North_Region,Loam,Tomato,31.8,92.3,35.4,Aphids,High,7,1
OBS-04041,2022-03-26,West_Region,Silt,Tomato,29.0,50.0,43.7,Whiteflies,High,7,1
OBS-04042,2022-08-24,East_Region,Clay,Soybean,22.4,70.0,42.6,Beetles,Low,0,0
OBS-04043,2022-01-01,South_Region,Loam,Soybean,24.0,59.8,35.3,Aphids,Low,1,0
OBS-04044,2022-02-13,South_Region,Silt,Rice,30.0,92.2,40.9,Blight_Spores,Low,3,0
OBS-04045,2022-02-05,South_Region,Silt,Wheat,18.5,81.0,13.2,Aphids,Low,1,0
OBS-04046,2022-01-05,East_Region,Clay,Rice,29.7,60.2,28.6,Aphids,Medium,4,1
OBS-04047,2023-07-03,North_Region,Sandy,Soybean,33.8,73.2,2.9,Blight_Spores,Medium,5,1
OBS-04048,2022-09-02,South_Region,Loam,Rice,19.4,69.4,18.5,Beetles,Low,1,0
OBS-04049,2022-01-15,South_Region,Sandy,Barley,32.3,69.9,22.5,Beetles,Low,3,0
OBS-04050,2023-03-14,Central_Valley,Silt,Wheat,29.4,93.1,6.3,Beetles,Medium,6,1
OBS-04051,2022-01-08,East_Region,Clay,Rice,30.0,78.4,12.5,Blight_Spores,Low,1,0
OBS-04052,2023-03-26,Central_Valley,Sandy,Barley,34.9,94.7,26.8,Whiteflies,High,7,1
OBS-04053,2023-11-01,West_Region,Loam,Cotton,25.0,37.3,40.2,Armyworms,Low,1,0
OBS-04054,2023-08-14,Central_Valley,Silt,Tomato,19.7,89.9,46.3,Blight_Spores,Low,2,0
OBS-04055,2023-04-05,North_Region,Silt,Cotton,21.8,94.7,20.0,Armyworms,Low,3,0
OBS-04056,2023-01-22,North_Region,Loam,Cotton,26.0,55.6,42.9,Blight_Spores,Low,1,0
OBS-04057,2023-06-21,North_Region,Loam,Cotton,14.4,32.5,39.4,Whiteflies,Low,1,0
OBS-04058,2022-04-21,South_Region,Loam,Soybean,18.6,30.2,20.2,Blight_Spores,Low,1,0
OBS-04059,2023-07-18,West_Region,Sandy,Tomato,38.4,47.1,17.8,Aphids,Medium,6,1
OBS-04060,2023-10-17,Central_Valley,Clay,Wheat,13.1,51.3,48.5,Beetles,Low,0,0
OBS-04061,2022-09-28,West_Region,Loam,Soybean,28.4,60.6,28.6,Whiteflies,Medium,4,1
OBS-04062,2023-01-04,Central_Valley,Clay,Corn,24.9,61.5,30.5,Blight_Spores,Low,0,0
OBS-04063,2023-10-24,North_Region,Silt,Wheat,35.4,94.1,25.3,Whiteflies,Medium,6,1
OBS-04064,2022-04-26,North_Region,Loam,Wheat,37.5,42.1,41.5,Blight_Spores,Low,3,0
OBS-04065,2022-05-23,South_Region,Clay,Cotton,31.8,94.2,49.6,Beetles,Low,0,0
OBS-04066,2023-06-13,East_Region,Clay,Wheat,37.7,62.8,20.0,Whiteflies,Medium,5,1
OBS-04067,2022-02-22,West_Region,Silt,Cotton,12.3,52.7,2.5,Aphids,Low,1,0
OBS-04068,2022-03-04,North_Region,Silt,Rice,12.7,63.6,35.5,Aphids,Low,2,0
OBS-04069,2023-02-18,Central_Valley,Clay,Barley,10.5,57.5,14.6,Beetles,Low,1,0
OBS-04070,2023-06-06,East_Region,Sandy,Cotton,22.6,75.3,3.0,Whiteflies,Low,2,0
OBS-04071,2023-04-04,North_Region,Silt,Cotton,25.9,37.1,39.1,Blight_Spores,Low,0,0
OBS-04072,2023-08-26,West_Region,Silt,Tomato,26.0,66.1,33.4,Beetles,Medium,4,1
OBS-04073,2022-10-03,North_Region,Loam,Barley,37.4,36.6,20.7,Aphids,Medium,4,1
OBS-04074,2022-06-13,Central_Valley,Silt,Soybean,28.6,72.2,32.3,Aphids,Low,2,0
OBS-04075,2022-01-02,South_Region,Silt,Cotton,39.3,60.1,27.4,Armyworms,Low,3,0
OBS-04076,2023-03-18,East_Region,Loam,Soybean,13.5,63.7,32.0,Armyworms,Low,0,0
OBS-04077,2022-08-16,East_Region,Clay,Soybean,30.7,88.4,31.1,Whiteflies,Low,2,0
OBS-04078,2023-02-05,South_Region,Clay,Cotton,10.4,82.4,27.5,Armyworms,Low,3,0
OBS-04079,2022-03-16,East_Region,Clay,Wheat,26.0,35.6,23.7,Armyworms,Low,1,0
OBS-04080,2023-06-14,Central_Valley,Sandy,Rice,12.7,92.3,48.2,Beetles,Medium,4,1
OBS-04081,2022-08-22,Central_Valley,Sandy,Tomato,19.9,87.5,3.0,Armyworms,Medium,4,1
OBS-04082,2023-09-29,West_Region,Clay,Corn,13.8,44.7,35.0,Beetles,Low,2,0
OBS-04083,2022-02-21,East_Region,Silt,Barley,21.9,52.4,6.1,Whiteflies,Low,0,0
OBS-04084,2022-04-04,North_Region,Silt,Soybean,14.8,89.2,3.1,Aphids,Low,3,0
OBS-04085,2023-02-14,North_Region,Silt,Corn,32.1,72.2,21.2,Blight_Spores,Medium,4,1
OBS-04086,2022-12-29,West_Region,Sandy,Cotton,21.5,58.8,17.1,Beetles,Low,3,0
OBS-04087,2023-04-12,East_Region,Silt,Corn,16.6,69.3,8.2,Blight_Spores,Low,1,0
OBS-04088,2022-08-21,South_Region,Silt,Rice,22.5,44.6,28.9,Whiteflies,Low,0,0
OBS-04089,2022-12-29,North_Region,Clay,Wheat,10.4,65.4,24.9,Whiteflies,Low,1,0
OBS-04090,2023-01-29,Central_Valley,Silt,Tomato,24.2,81.3,26.2,Armyworms,Medium,5,1
OBS-04091,2022-08-10,East_Region,Silt,Wheat,39.7,41.6,46.6,Whiteflies,Medium,6,1
OBS-04092,2023-05-06,North_Region,Sandy,Wheat,22.6,93.6,38.7,Aphids,Low,1,0
OBS-04093,2023-11-02,South_Region,Loam,Cotton,26.5,37.1,45.6,Blight_Spores,Low,3,0
OBS-04094,2022-08-17,East_Region,Silt,Wheat,11.9,84.5,25.9,Whiteflies,Low,3,0
OBS-04095,2022-05-12,West_Region,Loam,Corn,13.5,31.6,7.9,Beetles,Low,0,0
OBS-04096,2023-10-29,East_Region,Clay,Corn,38.0,58.9,31.6,Blight_Spores,Low,3,0
OBS-04097,2023-01-04,Central_Valley,Silt,Soybean,34.6,82.0,26.0,Armyworms,Medium,5,1
OBS-04098,2023-06-27,West_Region,Clay,Rice,20.8,75.7,37.6,Blight_Spores,Low,0,0
OBS-04099,2023-05-14,North_Region,Loam,Soybean,28.5,87.4,6.2,Armyworms,Medium,4,1
OBS-04100,2023-09-17,South_Region,Silt,Corn,13.1,69.0,25.8,Blight_Spores,Low,0,0
OBS-04101,2023-08-23,Central_Valley,Sandy,Soybean,18.8,79.3,1.6,Aphids,Low,3,0
OBS-04102,2022-03-04,North_Region,Loam,Rice,33.2,47.5,29.6,Blight_Spores,Medium,4,1
OBS-04103,2022-08-19,Central_Valley,Clay,Wheat,38.8,89.2,49.2,Armyworms,Low,3,0
OBS-04104,2022-12-26,North_Region,Sandy,Wheat,23.5,79.1,33.8,Blight_Spores,Low,2,0
OBS-04105,2022-11-26,West_Region,Sandy,Tomato,15.3,37.8,43.2,Blight_Spores,Medium,5,1
OBS-04106,2023-02-28,West_Region,Loam,Soybean,27.5,51.5,30.6,Armyworms,Medium,4,1
OBS-04107,2022-12-18,South_Region,Sandy,Rice,30.0,72.3,15.4,Blight_Spores,Low,1,0
OBS-04108,2023-03-07,South_Region,Loam,Wheat,39.4,68.0,21.1,Beetles,Low,3,0
OBS-04109,2022-02-24,North_Region,Silt,Soybean,25.3,35.4,39.8,Aphids,Low,2,0
OBS-04110,2023-05-15,West_Region,Clay,Wheat,20.4,86.8,47.1,Aphids,Low,2,0
OBS-04111,2023-10-04,South_Region,Clay,Corn,21.3,36.3,8.8,Whiteflies,Low,2,0
OBS-04112,2022-09-30,North_Region,Loam,Barley,32.4,85.2,41.4,Blight_Spores,Medium,6,1
OBS-04113,2023-01-28,South_Region,Silt,Soybean,14.0,59.0,35.8,Blight_Spores,Low,2,0
OBS-04114,2023-07-07,South_Region,Loam,Tomato,22.2,59.1,41.8,Blight_Spores,Low,1,0
OBS-04115,2022-07-15,East_Region,Silt,Barley,23.7,32.8,10.7,Whiteflies,Low,0,0
OBS-04116,2022-05-15,Central_Valley,Sandy,Wheat,38.2,59.8,42.0,Blight_Spores,Low,3,0
OBS-04117,2023-11-03,South_Region,Loam,Soybean,28.0,90.9,24.9,Whiteflies,Medium,4,1
OBS-04118,2023-02-14,Central_Valley,Clay,Barley,30.9,82.2,21.5,Aphids,Low,3,0
OBS-04119,2023-08-09,South_Region,Loam,Wheat,10.7,76.0,27.8,Beetles,Low,2,0
OBS-04120,2022-07-26,Central_Valley,Silt,Wheat,19.8,92.7,0.6,Aphids,Low,3,0
OBS-04121,2023-10-18,East_Region,Clay,Cotton,34.2,53.4,6.3,Armyworms,Low,2,0
OBS-04122,2022-08-02,West_Region,Clay,Tomato,10.7,67.9,43.3,Blight_Spores,Low,1,0
OBS-04123,2022-01-12,Central_Valley,Loam,Barley,18.1,72.7,28.8,Armyworms,Low,1,0
OBS-04124,2022-04-07,Central_Valley,Loam,Tomato,12.2,62.2,40.3,Armyworms,Low,3,0
OBS-04125,2022-12-15,South_Region,Clay,Cotton,21.4,71.0,6.5,Whiteflies,Low,1,0
OBS-04126,2023-07-09,South_Region,Clay,Corn,38.1,40.7,41.8,Blight_Spores,Medium,5,1
OBS-04127,2023-10-11,North_Region,Clay,Soybean,18.4,63.6,10.7,Whiteflies,Low,0,0
OBS-04128,2022-05-17,South_Region,Silt,Corn,33.2,74.6,24.9,Aphids,Medium,6,1
OBS-04129,2023-03-30,West_Region,Sandy,Barley,10.1,68.4,15.8,Armyworms,Low,0,0
OBS-04130,2022-06-19,West_Region,Sandy,Cotton,11.2,46.9,35.0,Blight_Spores,Low,0,0
OBS-04131,2023-05-05,South_Region,Clay,Corn,15.2,73.6,33.7,Armyworms,Low,0,0
OBS-04132,2022-02-12,West_Region,Clay,Cotton,19.9,56.1,9.4,Aphids,Low,1,0
OBS-04133,2022-08-11,East_Region,Silt,Cotton,32.9,61.3,39.3,Armyworms,Medium,5,1
OBS-04134,2022-01-12,Central_Valley,Silt,Tomato,21.1,75.4,23.9,Whiteflies,Medium,5,1
OBS-04135,2023-09-29,South_Region,Clay,Soybean,10.5,88.2,2.9,Aphids,Medium,5,1
OBS-04136,2023-05-04,West_Region,Clay,Barley,14.1,57.2,29.2,Blight_Spores,Low,0,0
OBS-04137,2023-02-14,East_Region,Clay,Corn,31.2,51.4,25.7,Armyworms,Low,2,0
OBS-04138,2022-11-24,East_Region,Clay,Rice,25.8,72.6,41.9,Aphids,Medium,5,1
OBS-04139,2022-10-07,South_Region,Sandy,Rice,22.8,61.6,18.3,Blight_Spores,Low,0,0
OBS-04140,2023-08-04,South_Region,Clay,Corn,26.0,70.5,1.0,Beetles,Medium,6,1
OBS-04141,2023-03-12,East_Region,Silt,Tomato,10.1,89.8,17.9,Armyworms,Low,3,0
OBS-04142,2023-07-19,South_Region,Sandy,Tomato,20.0,81.9,24.8,Aphids,Medium,4,1
OBS-04143,2022-08-26,East_Region,Sandy,Barley,37.1,45.9,47.4,Blight_Spores,Medium,4,1
OBS-04144,2023-09-02,North_Region,Silt,Soybean,17.5,75.5,34.0,Armyworms,Low,1,0
OBS-04145,2022-08-25,West_Region,Sandy,Wheat,33.5,71.3,17.8,Armyworms,Low,3,0
OBS-04146,2022-12-28,North_Region,Loam,Cotton,20.6,51.2,0.6,Aphids,Low,3,0
OBS-04147,2022-12-10,South_Region,Clay,Tomato,30.9,48.4,0.7,Whiteflies,Medium,4,1
OBS-04148,2022-11-10,Central_Valley,Loam,Soybean,24.8,34.0,9.5,Whiteflies,Low,1,0
OBS-04149,2022-07-12,West_Region,Loam,Wheat,37.5,73.0,41.9,Whiteflies,Medium,4,1
OBS-04150,2023-06-17,South_Region,Sandy,Rice,25.2,82.1,41.8,Beetles,Low,2,0
OBS-04151,2023-05-22,Central_Valley,Loam,Barley,26.5,78.2,24.4,Blight_Spores,Medium,4,1
OBS-04152,2023-08-21,West_Region,Clay,Corn,30.6,71.2,29.4,Whiteflies,Low,3,0
OBS-04153,2022-08-15,Central_Valley,Sandy,Wheat,27.2,80.4,49.9,Blight_Spores,Low,3,0
OBS-04154,2023-08-21,South_Region,Clay,Cotton,21.4,81.3,41.4,Aphids,Low,2,0
OBS-04155,2022-08-16,North_Region,Silt,Corn,18.5,86.3,3.3,Beetles,Low,2,0
OBS-04156,2022-05-20,West_Region,Silt,Corn,25.2,60.9,39.8,Whiteflies,Low,3,0
OBS-04157,2023-03-12,North_Region,Sandy,Soybean,18.9,49.7,27.3,Beetles,Low,0,0
OBS-04158,2022-03-09,North_Region,Sandy,Barley,38.2,53.5,5.1,Beetles,Low,0,0
OBS-04159,2023-11-18,South_Region,Sandy,Wheat,25.4,87.8,9.0,Aphids,Low,2,0
OBS-04160,2022-11-12,South_Region,Clay,Soybean,23.0,37.7,28.2,Blight_Spores,Low,1,0
OBS-04161,2022-11-04,Central_Valley,Loam,Corn,29.2,68.2,30.7,Armyworms,Low,1,0
OBS-04162,2022-04-30,South_Region,Silt,Cotton,14.1,43.6,38.1,Whiteflies,Low,1,0
OBS-04163,2023-10-24,South_Region,Clay,Rice,15.0,45.6,6.9,Whiteflies,Low,0,0
OBS-04164,2022-01-13,Central_Valley,Sandy,Cotton,35.7,52.3,19.1,Armyworms,Medium,6,1
OBS-04165,2023-03-04,Central_Valley,Silt,Cotton,10.2,59.8,1.6,Beetles,Low,0,0
OBS-04166,2022-09-22,South_Region,Clay,Soybean,24.1,72.7,15.2,Whiteflies,Low,0,0
OBS-04167,2023-01-06,South_Region,Clay,Rice,36.7,66.7,4.9,Beetles,Low,2,0
OBS-04168,2023-06-05,East_Region,Clay,Rice,39.7,76.7,19.1,Whiteflies,Low,3,0
OBS-04169,2023-02-05,East_Region,Sandy,Tomato,32.8,65.6,5.2,Whiteflies,Low,2,0
OBS-04170,2022-06-23,North_Region,Loam,Soybean,10.1,61.4,48.2,Beetles,Low,0,0
OBS-04171,2023-09-13,Central_Valley,Sandy,Corn,25.6,35.1,37.9,Aphids,Medium,4,1
OBS-04172,2022-06-02,Central_Valley,Loam,Barley,16.4,92.9,49.8,Armyworms,Low,2,0
OBS-04173,2023-02-28,South_Region,Sandy,Cotton,38.2,37.5,38.9,Blight_Spores,Low,2,0
OBS-04174,2022-01-21,North_Region,Sandy,Cotton,39.6,81.8,2.0,Beetles,High,8,1
OBS-04175,2022-10-11,West_Region,Loam,Cotton,13.3,51.3,29.1,Aphids,Medium,5,1
OBS-04176,2022-03-04,West_Region,Loam,Soybean,13.2,80.5,40.4,Blight_Spores,Low,1,0
